Date,Health_District,Age_Group,Cases,Hospitalized,Deaths,State
2020-06-30,New River,60-69,26,4,0,Virginia
2020-06-30,Roanoke,40-49,61,1,0,Virginia
2020-06-30,Three Rivers,20-29,111,4,0,Virginia
2020-06-30,Rappahannock,40-49,436,38,2,Virginia
2020-06-30,Portsmouth,80+,21,7,4,Virginia
2020-06-30,Central Shenandoah,Missing,1,0,0,Virginia
2020-06-30,Eastern Shore,70-79,47,16,9,Virginia
2020-06-30,Mount Rogers,70-79,61,27,9,Virginia
2020-06-30,Cumberland Plateau,70-79,4,0,0,Virginia
2020-06-30,Piedmont,10-19,32,0,0,Virginia
2020-06-30,Southside,20-29,42,2,0,Virginia
2020-06-30,Chesterfield,50-59,438,30,4,Virginia
2020-06-30,Rappahannock Rapidan,20-29,271,4,0,Virginia
2020-06-30,Cumberland Plateau,60-69,5,1,0,Virginia
2020-06-30,Roanoke,70-79,16,3,1,Virginia
2020-06-30,Central Shenandoah,20-29,392,6,0,Virginia
2020-06-30,Pittsylvania-Danville,80+,8,5,2,Virginia
2020-06-30,Virginia Beach,80+,89,29,20,Virginia
2020-06-30,Central Shenandoah,50-59,366,31,2,Virginia
2020-06-30,Lenowisco,Missing,0,0,0,Virginia
2020-06-30,Fairfax,30-39,2691,167,5,Virginia
2020-06-30,Lenowisco,60-69,7,5,2,Virginia
2020-06-30,Loudoun,30-39,719,24,0,Virginia
2020-06-30,West Piedmont,80+,15,7,1,Virginia
2020-06-30,Roanoke,80+,42,3,9,Virginia
2020-06-30,Fairfax,40-49,2630,246,9,Virginia
2020-06-30,Thomas Jefferson,80+,75,25,17,Virginia
2020-06-30,Roanoke,20-29,93,3,0,Virginia
2020-06-30,Henrico,60-69,288,46,28,Virginia
2020-06-30,Lord Fairfax,40-49,321,16,1,Virginia
2020-06-30,Western Tidewater,Missing,5,0,0,Virginia
2020-06-30,Chickahominy,60-69,76,18,6,Virginia
2020-06-30,Chesapeake,20-29,141,3,0,Virginia
2020-06-30,Three Rivers,Missing,1,0,0,Virginia
2020-06-30,Henrico,10-19,161,3,0,Virginia
2020-06-30,Mount Rogers,30-39,103,4,0,Virginia
2020-06-30,Eastern Shore,30-39,235,8,0,Virginia
2020-06-30,Chesterfield,0-9,116,0,0,Virginia
2020-06-30,Central Shenandoah,10-19,111,1,0,Virginia
2020-06-30,Crater,0-9,25,1,0,Virginia
2020-06-30,Fairfax,70-79,663,231,107,Virginia
2020-06-30,Rappahannock,80+,91,31,18,Virginia
2020-06-30,Alexandria,10-19,167,3,0,Virginia
2020-06-30,Portsmouth,40-49,66,6,0,Virginia
2020-06-30,Three Rivers,50-59,95,7,0,Virginia
2020-06-30,Alleghany,Missing,1,0,0,Virginia
2020-06-29,Chickahominy,40-49,84,11,1,Virginia
2020-06-29,Three Rivers,80+,31,5,3,Virginia
2020-06-29,Rappahannock,30-39,482,21,0,Virginia
2020-06-29,Lord Fairfax,60-69,216,44,12,Virginia
2020-06-29,Western Tidewater,0-9,7,0,0,Virginia
2020-06-29,Rappahannock,70-79,100,29,14,Virginia
2020-06-29,Prince William,80+,226,75,67,Virginia
2020-06-29,Hampton,80+,7,3,2,Virginia
2020-06-29,Alexandria,80+,89,28,25,Virginia
2020-06-29,Mount Rogers,60-69,83,8,0,Virginia
2020-06-29,Eastern Shore,60-69,176,28,8,Virginia
2020-06-29,Lord Fairfax,70-79,127,37,16,Virginia
2020-06-29,New River,30-39,26,1,0,Virginia
2020-06-29,Chesapeake,10-19,45,1,0,Virginia
2020-06-29,Hampton,40-49,46,5,0,Virginia
2020-06-29,Peninsula,Missing,7,0,0,Virginia
2020-06-29,Henrico,70-79,206,45,34,Virginia
2020-06-29,Western Tidewater,20-29,73,3,0,Virginia
2020-06-29,Peninsula,0-9,34,0,0,Virginia
2020-06-29,Loudoun,40-49,786,46,1,Virginia
2020-06-29,Pittsylvania-Danville,30-39,27,1,0,Virginia
2020-06-29,Loudoun,20-29,643,7,0,Virginia
2020-06-29,Crater,60-69,211,42,11,Virginia
2020-06-29,Loudoun,80+,188,50,65,Virginia
2020-06-29,Arlington,80+,204,84,69,Virginia
2020-06-29,Virginia Beach,10-19,60,0,0,Virginia
2020-06-29,Mount Rogers,80+,72,25,18,Virginia
2020-06-29,Eastern Shore,80+,50,21,18,Virginia
2020-06-29,Crater,10-19,50,0,0,Virginia
2020-06-29,Lenowisco,30-39,5,1,1,Virginia
2020-06-29,Norfolk,Missing,7,1,0,Virginia
2020-06-29,Henrico,Missing,29,1,1,Virginia
2020-06-29,New River,40-49,35,1,0,Virginia
2020-06-29,Central Virginia,0-9,7,0,0,Virginia
2020-06-29,New River,70-79,17,8,4,Virginia
2020-06-29,Loudoun,0-9,148,3,0,Virginia
2020-06-29,Central Virginia,70-79,22,4,2,Virginia
2020-06-29,Southside,0-9,3,0,0,Virginia
2020-06-29,Three Rivers,40-49,134,11,2,Virginia
2020-06-29,Chickahominy,30-39,86,2,0,Virginia
2020-06-29,Central Shenandoah,60-69,257,45,8,Virginia
2020-06-29,Western Tidewater,60-69,128,13,6,Virginia
2020-06-29,Cumberland Plateau,30-39,9,0,0,Virginia
2020-06-29,Portsmouth,10-19,19,0,0,Virginia
2020-06-29,Chesterfield,Missing,71,0,0,Virginia
2020-06-29,Alexandria,40-49,429,37,0,Virginia
2020-06-29,Thomas Jefferson,70-79,61,19,2,Virginia
2020-06-29,Three Rivers,30-39,140,3,0,Virginia
2020-06-29,Western Tidewater,70-79,87,21,17,Virginia
2020-06-29,Arlington,60-69,280,78,19,Virginia
2020-06-29,Cumberland Plateau,10-19,19,0,0,Virginia
2020-06-29,West Piedmont,30-39,70,1,0,Virginia
2020-06-29,Peninsula,10-19,53,1,0,Virginia
2020-06-29,Crater,Missing,7,0,0,Virginia
2020-06-29,Arlington,50-59,381,66,6,Virginia
2020-06-29,Piedmont,70-79,64,17,2,Virginia
2020-06-29,Alexandria,60-69,197,44,2,Virginia
2020-06-29,Portsmouth,30-39,98,4,0,Virginia
2020-06-29,Lenowisco,20-29,7,0,0,Virginia
2020-06-29,Central Virginia,30-39,56,1,0,Virginia
2020-06-29,Norfolk,10-19,54,1,0,Virginia
2020-06-29,New River,10-19,22,0,0,Virginia
2020-06-29,Central Virginia,20-29,78,2,0,Virginia
2020-06-29,Rappahannock,50-59,372,45,4,Virginia
2020-06-29,Rappahannock,60-69,207,45,5,Virginia
2020-06-29,Piedmont,20-29,155,2,0,Virginia
2020-06-29,New River,60-69,26,4,0,Virginia
2020-06-29,Roanoke,40-49,62,1,0,Virginia
2020-06-29,Three Rivers,20-29,111,4,0,Virginia
2020-06-29,Rappahannock,40-49,437,37,2,Virginia
2020-06-29,Portsmouth,80+,21,7,4,Virginia
2020-06-29,Central Shenandoah,Missing,1,0,0,Virginia
2020-06-29,Eastern Shore,70-79,47,16,9,Virginia
2020-06-29,Mount Rogers,70-79,60,26,9,Virginia
2020-06-29,Cumberland Plateau,70-79,4,0,0,Virginia
2020-06-29,Piedmont,10-19,32,0,0,Virginia
2020-06-29,Southside,20-29,40,2,0,Virginia
2020-06-29,Chesterfield,50-59,433,29,4,Virginia
2020-06-29,Rappahannock Rapidan,20-29,270,4,0,Virginia
2020-06-29,Cumberland Plateau,60-69,5,1,0,Virginia
2020-06-29,Roanoke,70-79,16,3,0,Virginia
2020-06-29,Central Shenandoah,20-29,391,7,0,Virginia
2020-06-29,Pittsylvania-Danville,80+,8,5,2,Virginia
2020-06-29,Virginia Beach,80+,88,28,20,Virginia
2020-06-29,Central Shenandoah,50-59,365,31,2,Virginia
2020-06-29,Lenowisco,Missing,0,0,0,Virginia
2020-06-29,Fairfax,30-39,2685,165,5,Virginia
2020-06-29,Lenowisco,60-69,7,5,2,Virginia
2020-06-29,Loudoun,30-39,717,24,0,Virginia
2020-06-29,West Piedmont,80+,14,7,1,Virginia
2020-06-29,Roanoke,80+,41,3,9,Virginia
2020-06-29,Fairfax,40-49,2627,244,9,Virginia
2020-06-29,Thomas Jefferson,80+,75,25,15,Virginia
2020-06-29,Roanoke,20-29,94,3,0,Virginia
2020-06-29,Henrico,60-69,288,46,27,Virginia
2020-06-29,Lord Fairfax,40-49,314,16,1,Virginia
2020-06-29,Western Tidewater,Missing,5,0,0,Virginia
2020-06-29,Chickahominy,60-69,75,18,6,Virginia
2020-06-29,Chesapeake,20-29,135,3,0,Virginia
2020-06-29,Three Rivers,Missing,1,0,0,Virginia
2020-06-29,Norfolk,0-9,32,1,0,Virginia
2020-06-29,Cumberland Plateau,40-49,14,0,0,Virginia
2020-06-29,Eastern Shore,10-19,57,1,0,Virginia
2020-06-29,Mount Rogers,10-19,53,0,0,Virginia
2020-06-29,Rappahannock Rapidan,0-9,71,1,0,Virginia
2020-06-29,Three Rivers,0-9,9,1,0,Virginia
2020-06-29,Henrico,40-49,379,26,1,Virginia
2020-06-29,Alexandria,50-59,302,48,10,Virginia
2020-06-29,Arlington,0-9,44,2,0,Virginia
2020-06-29,Chickahominy,Missing,12,0,0,Virginia
2020-06-29,New River,20-29,58,0,0,Virginia
2020-06-29,Virginia Beach,20-29,275,4,0,Virginia
2020-06-29,Chesapeake,50-59,136,19,1,Virginia
2020-06-29,Alleghany,80+,38,8,6,Virginia
2020-06-29,Fairfax,10-19,811,24,0,Virginia
2020-06-29,Chesapeake,60-69,117,29,5,Virginia
2020-06-29,West Piedmont,Missing,0,0,0,Virginia
2020-06-29,Peninsula,80+,51,24,15,Virginia
2020-06-29,Crater,40-49,217,14,1,Virginia
2020-06-29,Chesapeake,40-49,142,20,0,Virginia
2020-06-29,Thomas Jefferson,20-29,153,1,0,Virginia
2020-06-29,Lord Fairfax,20-29,336,5,0,Virginia
2020-06-29,Norfolk,20-29,249,3,0,Virginia
2020-06-29,Arlington,30-39,449,43,0,Virginia
2020-06-29,West Piedmont,60-69,51,6,0,Virginia
2020-06-29,Henrico,50-59,317,35,8,Virginia
2020-06-29,West Piedmont,50-59,92,10,1,Virginia
2020-06-29,Cumberland Plateau,20-29,4,0,0,Virginia
2020-06-29,Alexandria,70-79,101,38,19,Virginia
2020-06-29,Portsmouth,20-29,100,5,0,Virginia
2020-06-29,Western Tidewater,30-39,115,6,0,Virginia
2020-06-29,Central Shenandoah,0-9,55,0,0,Virginia
2020-06-29,Henrico,80+,311,66,70,Virginia
2020-06-29,Alexandria,0-9,127,2,0,Virginia
2020-06-29,Pittsylvania-Danville,40-49,45,6,0,Virginia
2020-06-29,Henrico,20-29,355,14,0,Virginia
2020-06-29,Roanoke,60-69,32,3,0,Virginia
2020-06-29,Peninsula,30-39,163,7,1,Virginia
2020-06-29,Alleghany,60-69,49,7,1,Virginia
2020-06-29,Prince William,70-79,293,85,41,Virginia
2020-06-29,Norfolk,60-69,85,25,1,Virginia
2020-06-29,Southside,40-49,47,5,0,Virginia
2020-06-29,Chesterfield,30-39,615,5,0,Virginia
2020-06-29,Loudoun,70-79,142,45,14,Virginia
2020-06-29,Central Virginia,40-49,52,0,0,Virginia
2020-06-29,New River,Missing,0,0,0,Virginia
2020-06-29,Chickahominy,20-29,83,0,0,Virginia
2020-06-29,New River,0-9,7,0,0,Virginia
2020-06-29,Cumberland Plateau,0-9,1,0,0,Virginia
2020-06-29,Three Rivers,70-79,32,7,4,Virginia
2020-06-29,Rappahannock Rapidan,40-49,288,19,2,Virginia
2020-06-29,Hampton,0-9,11,0,0,Virginia
2020-06-29,Piedmont,50-59,183,21,0,Virginia
2020-06-29,Rappahannock,20-29,414,11,0,Virginia
2020-06-29,West Piedmont,20-29,62,1,0,Virginia
2020-06-29,Arlington,70-79,172,72,32,Virginia
2020-06-29,Chickahominy,50-59,114,22,1,Virginia
2020-06-29,Alleghany,40-49,65,1,0,Virginia
2020-06-29,Prince William,50-59,1413,180,14,Virginia
2020-06-29,Mount Rogers,0-9,35,1,0,Virginia
2020-06-29,Eastern Shore,0-9,20,2,0,Virginia
2020-06-29,Thomas Jefferson,60-69,82,18,2,Virginia
2020-06-29,Pittsylvania-Danville,70-79,23,11,0,Virginia
2020-06-29,Chesterfield,80+,137,27,40,Virginia
2020-06-29,Richmond,0-9,97,5,0,Virginia
2020-06-29,Chesapeake,80+,61,21,11,Virginia
2020-06-29,Peninsula,40-49,132,7,1,Virginia
2020-06-29,Henrico,0-9,104,2,0,Virginia
2020-06-29,Lenowisco,80+,0,0,0,Virginia
2020-06-29,Piedmont,60-69,132,19,2,Virginia
2020-06-29,West Piedmont,0-9,15,1,0,Virginia
2020-06-29,Rappahannock Rapidan,70-79,38,12,7,Virginia
2020-06-29,Central Shenandoah,70-79,124,38,12,Virginia
2020-06-29,Chesapeake,30-39,158,8,0,Virginia
2020-06-29,Chickahominy,0-9,13,0,0,Virginia
2020-06-29,Prince William,0-9,320,8,0,Virginia
2020-06-29,Eastern Shore,50-59,276,19,5,Virginia
2020-06-29,Mount Rogers,50-59,91,5,1,Virginia
2020-06-29,Loudoun,10-19,443,0,0,Virginia
2020-06-29,Southside,80+,79,12,12,Virginia
2020-06-29,Central Virginia,80+,18,2,0,Virginia
2020-06-29,Rappahannock,Missing,19,0,0,Virginia
2020-06-29,Rappahannock Rapidan,30-39,300,16,1,Virginia
2020-06-29,New River,50-59,30,4,0,Virginia
2020-06-29,Richmond,80+,36,19,8,Virginia
2020-06-29,Mount Rogers,20-29,107,0,0,Virginia
2020-06-29,Eastern Shore,20-29,197,6,0,Virginia
2020-06-29,Hampton,10-19,16,0,0,Virginia
2020-06-29,Portsmouth,0-9,15,1,0,Virginia
2020-06-29,Crater,70-79,132,32,10,Virginia
2020-06-29,Chesterfield,40-49,552,15,2,Virginia
2020-06-29,Alexandria,Missing,11,0,0,Virginia
2020-06-29,Southside,30-39,51,1,0,Virginia
2020-06-29,Prince William,Missing,134,2,0,Virginia
2020-06-29,Hampton,60-69,42,11,2,Virginia
2020-06-29,Fairfax,20-29,2178,70,3,Virginia
2020-06-29,Thomas Jefferson,0-9,40,1,0,Virginia
2020-06-29,Lenowisco,40-49,7,2,0,Virginia
2020-06-29,Central Virginia,10-19,48,1,0,Virginia
2020-06-29,Lenowisco,70-79,5,4,1,Virginia
2020-06-29,Henrico,10-19,160,3,0,Virginia
2020-06-29,Mount Rogers,30-39,103,4,0,Virginia
2020-06-29,Eastern Shore,30-39,235,8,0,Virginia
2020-06-29,Chesterfield,0-9,115,0,0,Virginia
2020-06-29,Central Shenandoah,10-19,114,1,0,Virginia
2020-06-29,Crater,0-9,25,1,0,Virginia
2020-06-29,Fairfax,70-79,662,231,107,Virginia
2020-06-29,Rappahannock,80+,90,30,17,Virginia
2020-06-29,Alexandria,10-19,167,3,0,Virginia
2020-06-29,Portsmouth,40-49,66,6,0,Virginia
2020-06-29,Three Rivers,50-59,95,7,0,Virginia
2020-06-29,Alleghany,Missing,1,0,0,Virginia
2020-06-29,Alexandria,30-39,539,30,0,Virginia
2020-06-29,Southside,Missing,0,0,0,Virginia
2020-06-29,Portsmouth,60-69,53,16,5,Virginia
2020-06-29,Roanoke,30-39,91,0,0,Virginia
2020-06-29,Three Rivers,60-69,70,12,0,Virginia
2020-06-29,Fairfax,50-59,2192,285,32,Virginia
2020-06-29,Portsmouth,50-59,72,18,2,Virginia
2020-06-29,Chickahominy,80+,83,34,22,Virginia
2020-06-29,Rappahannock Rapidan,50-59,205,24,2,Virginia
2020-06-29,Fairfax,80+,784,291,288,Virginia
2020-06-29,Hampton,Missing,5,0,0,Virginia
2020-06-29,Cumberland Plateau,80+,0,0,0,Virginia
2020-06-29,Alleghany,50-59,62,5,1,Virginia
2020-06-29,Prince William,40-49,1919,142,6,Virginia
2020-06-29,Fairfax,Missing,151,3,0,Virginia
2020-06-29,Virginia Beach,40-49,162,19,1,Virginia
2020-06-29,Richmond,Missing,18,0,0,Virginia
2020-06-29,Norfolk,40-49,128,13,0,Virginia
2020-06-29,Piedmont,80+,48,15,6,Virginia
2020-06-29,Virginia Beach,60-69,141,18,1,Virginia
2020-06-29,West Piedmont,40-49,81,7,2,Virginia
2020-06-29,Arlington,10-19,93,5,0,Virginia
2020-06-29,Lenowisco,0-9,3,0,0,Virginia
2020-06-29,Pittsylvania-Danville,50-59,41,10,0,Virginia
2020-06-29,Virginia Beach,50-59,151,13,0,Virginia
2020-06-29,Chesapeake,Missing,11,1,0,Virginia
2020-06-29,Central Shenandoah,80+,105,25,14,Virginia
2020-06-29,Thomas Jefferson,40-49,153,9,0,Virginia
2020-06-29,Rappahannock Rapidan,60-69,111,16,4,Virginia
2020-06-29,Norfolk,30-39,177,11,0,Virginia
2020-06-29,Rappahannock Rapidan,Missing,7,0,0,Virginia
2020-06-29,Lord Fairfax,80+,136,32,35,Virginia
2020-06-29,Three Rivers,10-19,24,0,0,Virginia
2020-06-29,Piedmont,40-49,185,9,0,Virginia
2020-06-29,Norfolk,80+,20,7,3,Virginia
2020-06-29,Peninsula,20-29,192,1,0,Virginia
2020-06-29,Norfolk,50-59,126,20,2,Virginia
2020-06-29,Thomas Jefferson,50-59,113,9,1,Virginia
2020-06-29,Richmond,70-79,85,38,13,Virginia
2020-06-29,Chesterfield,70-79,129,21,14,Virginia
2020-06-29,Piedmont,30-39,191,3,0,Virginia
2020-06-29,Prince William,30-39,1704,91,2,Virginia
2020-06-29,Alleghany,20-29,87,1,0,Virginia
2020-06-29,Alleghany,0-9,9,0,0,Virginia
2020-06-29,Mount Rogers,40-49,102,3,1,Virginia
2020-06-29,Eastern Shore,40-49,247,10,2,Virginia
2020-06-29,Central Virginia,60-69,45,4,2,Virginia
2020-06-29,Richmond,10-19,188,2,0,Virginia
2020-06-29,Pittsylvania-Danville,60-69,24,8,1,Virginia
2020-06-29,Pittsylvania-Danville,Missing,0,0,0,Virginia
2020-06-29,Chesterfield,60-69,278,33,9,Virginia
2020-06-29,Southside,10-19,8,0,0,Virginia
2020-06-29,New River,80+,12,4,1,Virginia
2020-06-29,Central Virginia,50-59,59,2,1,Virginia
2020-06-29,Hampton,70-79,23,8,0,Virginia
2020-06-29,Pittsylvania-Danville,10-19,11,0,0,Virginia
2020-06-29,Richmond,60-69,195,45,6,Virginia
2020-06-29,Virginia Beach,0-9,28,0,0,Virginia
2020-06-29,Lenowisco,50-59,16,5,0,Virginia
2020-06-29,Chesapeake,70-79,67,27,3,Virginia
2020-06-29,Western Tidewater,80+,131,23,22,Virginia
2020-06-29,Thomas Jefferson,10-19,59,1,0,Virginia
2020-06-29,Richmond,40-49,372,27,1,Virginia
2020-06-29,Lord Fairfax,50-59,324,27,2,Virginia
2020-06-29,Lord Fairfax,10-19,137,1,0,Virginia
2020-06-29,Rappahannock Rapidan,10-19,130,3,0,Virginia
2020-06-29,Crater,50-59,265,31,3,Virginia
2020-06-29,Arlington,Missing,11,1,0,Virginia
2020-06-29,Roanoke,50-59,43,1,0,Virginia
2020-06-29,Rappahannock,10-19,220,2,0,Virginia
2020-06-29,Roanoke,10-19,46,0,0,Virginia
2020-06-29,Eastern Shore,Missing,6,0,0,Virginia
2020-06-29,Mount Rogers,Missing,1,0,0,Virginia
2020-06-29,Prince William,60-69,738,159,36,Virginia
2020-06-29,Alleghany,70-79,51,7,7,Virginia
2020-06-29,Crater,20-29,225,7,0,Virginia
2020-06-29,Loudoun,60-69,250,48,5,Virginia
2020-06-29,Fairfax,0-9,465,18,0,Virginia
2020-06-29,Roanoke,Missing,3,0,0,Virginia
2020-06-29,Alexandria,20-29,363,8,1,Virginia
2020-06-29,Portsmouth,70-79,30,11,5,Virginia
2020-06-29,Alleghany,30-39,56,2,0,Virginia
2020-06-29,Prince William,20-29,1613,49,0,Virginia
2020-06-29,Southside,70-79,56,9,12,Virginia
2020-06-29,Piedmont,Missing,1,0,0,Virginia
2020-06-29,Rappahannock,0-9,111,1,0,Virginia
2020-06-29,Henrico,30-39,442,16,0,Virginia
2020-06-29,Prince William,10-19,753,8,0,Virginia
2020-06-29,Chickahominy,10-19,38,0,0,Virginia
2020-06-29,Lord Fairfax,0-9,56,1,0,Virginia
2020-06-29,Central Virginia,Missing,1,0,0,Virginia
2020-06-29,Fairfax,60-69,1421,300,59,Virginia
2020-06-29,Hampton,20-29,73,2,0,Virginia
2020-06-29,Central Shenandoah,40-49,334,13,0,Virginia
2020-06-29,Pittsylvania-Danville,0-9,6,0,0,Virginia
2020-06-29,Crater,30-39,265,4,0,Virginia
2020-06-29,Virginia Beach,70-79,68,25,7,Virginia
2020-06-29,Virginia Beach,30-39,178,11,0,Virginia
2020-06-29,Piedmont,0-9,20,0,0,Virginia
2020-06-29,Central Shenandoah,30-39,311,6,0,Virginia
2020-06-29,Hampton,50-59,48,9,1,Virginia
2020-06-29,Peninsula,70-79,87,38,11,Virginia
2020-06-29,Arlington,20-29,419,20,0,Virginia
2020-06-29,West Piedmont,70-79,24,7,3,Virginia
2020-06-29,Richmond,20-29,458,13,0,Virginia
2020-06-29,Roanoke,0-9,11,0,0,Virginia
2020-06-29,Hampton,30-39,57,3,0,Virginia
2020-06-29,Thomas Jefferson,30-39,189,5,0,Virginia
2020-06-29,Western Tidewater,40-49,99,5,1,Virginia
2020-06-29,Richmond,50-59,286,46,1,Virginia
2020-06-29,Western Tidewater,50-59,140,12,2,Virginia
2020-06-29,Lenowisco,10-19,3,0,0,Virginia
2020-06-29,Chesapeake,0-9,23,1,0,Virginia
2020-06-29,Peninsula,50-59,137,19,3,Virginia
2020-06-29,Cumberland Plateau,Missing,0,0,0,Virginia
2020-06-29,Peninsula,60-69,124,29,3,Virginia
2020-06-29,Lord Fairfax,30-39,326,11,1,Virginia
2020-06-29,Virginia Beach,Missing,25,0,0,Virginia
2020-06-29,Arlington,40-49,426,47,6,Virginia
2020-06-29,West Piedmont,10-19,63,0,0,Virginia
2020-06-29,Chickahominy,70-79,56,20,6,Virginia
2020-06-29,Pittsylvania-Danville,20-29,23,0,0,Virginia
2020-06-29,Loudoun,50-59,624,52,1,Virginia
2020-06-29,Richmond,30-39,474,25,1,Virginia
2020-06-29,Thomas Jefferson,Missing,1,0,0,Virginia
2020-06-29,Rappahannock Rapidan,80+,20,13,4,Virginia
2020-06-29,Lord Fairfax,Missing,2,0,0,Virginia
2020-06-29,Cumberland Plateau,50-59,6,1,0,Virginia
2020-06-29,Loudoun,Missing,59,0,1,Virginia
2020-06-29,Southside,50-59,58,8,0,Virginia
2020-06-29,Chesterfield,20-29,496,5,0,Virginia
2020-06-29,Norfolk,70-79,37,23,3,Virginia
2020-06-29,Alleghany,10-19,68,0,0,Virginia
2020-06-29,Crater,80+,95,17,5,Virginia
2020-06-29,Portsmouth,Missing,8,0,0,Virginia
2020-06-29,Western Tidewater,10-19,15,0,0,Virginia
2020-06-29,Chesterfield,10-19,296,0,0,Virginia
2020-06-29,Southside,60-69,54,11,4,Virginia
2020-06-28,Norfolk,0-9,32,1,0,Virginia
2020-06-28,Cumberland Plateau,40-49,13,0,0,Virginia
2020-06-28,Eastern Shore,10-19,57,1,0,Virginia
2020-06-28,Mount Rogers,10-19,51,0,0,Virginia
2020-06-28,Rappahannock Rapidan,0-9,71,1,0,Virginia
2020-06-28,Three Rivers,0-9,9,1,0,Virginia
2020-06-28,Henrico,40-49,378,25,1,Virginia
2020-06-28,Alexandria,50-59,301,48,10,Virginia
2020-06-28,Arlington,0-9,44,2,0,Virginia
2020-06-28,Chickahominy,Missing,12,0,0,Virginia
2020-06-28,New River,20-29,58,0,0,Virginia
2020-06-28,Virginia Beach,20-29,260,4,0,Virginia
2020-06-28,Chesapeake,50-59,135,19,1,Virginia
2020-06-28,Alleghany,80+,24,8,5,Virginia
2020-06-28,Fairfax,10-19,803,24,0,Virginia
2020-06-28,Chesapeake,60-69,116,29,5,Virginia
2020-06-28,West Piedmont,Missing,0,0,0,Virginia
2020-06-28,Peninsula,80+,51,24,15,Virginia
2020-06-28,Crater,40-49,213,14,1,Virginia
2020-06-28,Chesapeake,40-49,139,20,0,Virginia
2020-06-28,Thomas Jefferson,20-29,150,1,0,Virginia
2020-06-28,Lord Fairfax,20-29,335,5,0,Virginia
2020-06-28,Norfolk,20-29,236,3,0,Virginia
2020-06-28,Arlington,30-39,446,43,0,Virginia
2020-06-28,West Piedmont,60-69,47,5,0,Virginia
2020-06-28,Henrico,50-59,316,34,8,Virginia
2020-06-28,West Piedmont,50-59,92,10,1,Virginia
2020-06-28,Cumberland Plateau,20-29,4,0,0,Virginia
2020-06-28,Alexandria,70-79,101,38,19,Virginia
2020-06-28,Portsmouth,20-29,96,5,0,Virginia
2020-06-28,Western Tidewater,30-39,113,6,0,Virginia
2020-06-28,Central Shenandoah,0-9,55,0,0,Virginia
2020-06-28,Henrico,80+,311,66,70,Virginia
2020-06-28,Alexandria,0-9,127,2,0,Virginia
2020-06-28,Pittsylvania-Danville,40-49,44,6,0,Virginia
2020-06-28,Henrico,20-29,354,14,0,Virginia
2020-06-28,Roanoke,60-69,30,3,0,Virginia
2020-06-28,Peninsula,30-39,160,7,1,Virginia
2020-06-28,Alleghany,60-69,45,7,1,Virginia
2020-06-28,Prince William,70-79,289,82,40,Virginia
2020-06-28,Norfolk,60-69,83,25,1,Virginia
2020-06-28,Southside,40-49,47,5,0,Virginia
2020-06-28,Chesterfield,30-39,605,4,0,Virginia
2020-06-28,Loudoun,70-79,142,45,14,Virginia
2020-06-28,Central Virginia,40-49,50,0,0,Virginia
2020-06-28,New River,Missing,0,0,0,Virginia
2020-06-28,Chickahominy,20-29,82,0,0,Virginia
2020-06-28,New River,0-9,5,0,0,Virginia
2020-06-28,Cumberland Plateau,0-9,1,0,0,Virginia
2020-06-28,Three Rivers,70-79,32,7,4,Virginia
2020-06-28,Rappahannock Rapidan,40-49,288,19,2,Virginia
2020-06-28,Hampton,0-9,11,0,0,Virginia
2020-06-28,Piedmont,50-59,182,19,0,Virginia
2020-06-28,Rappahannock,20-29,407,11,0,Virginia
2020-06-28,West Piedmont,20-29,55,1,0,Virginia
2020-06-28,Arlington,70-79,172,72,32,Virginia
2020-06-28,Arlington,50-59,379,66,6,Virginia
2020-06-28,Piedmont,70-79,64,17,2,Virginia
2020-06-28,Alexandria,60-69,197,44,2,Virginia
2020-06-28,Portsmouth,30-39,97,4,0,Virginia
2020-06-28,Lenowisco,20-29,7,0,0,Virginia
2020-06-28,Central Virginia,30-39,55,1,0,Virginia
2020-06-28,Norfolk,10-19,53,1,0,Virginia
2020-06-28,New River,10-19,22,0,0,Virginia
2020-06-28,Central Virginia,20-29,76,2,0,Virginia
2020-06-28,Rappahannock,50-59,371,45,4,Virginia
2020-06-28,Rappahannock,60-69,206,44,5,Virginia
2020-06-28,Piedmont,20-29,154,2,0,Virginia
2020-06-28,New River,60-69,26,4,0,Virginia
2020-06-28,Roanoke,40-49,57,1,0,Virginia
2020-06-28,Three Rivers,20-29,109,4,0,Virginia
2020-06-28,Rappahannock,40-49,436,37,2,Virginia
2020-06-28,Portsmouth,80+,20,7,4,Virginia
2020-06-28,Central Shenandoah,Missing,0,0,0,Virginia
2020-06-28,Eastern Shore,70-79,47,16,9,Virginia
2020-06-28,Mount Rogers,70-79,59,26,9,Virginia
2020-06-28,Cumberland Plateau,70-79,4,0,0,Virginia
2020-06-28,Piedmont,10-19,31,0,0,Virginia
2020-06-28,Southside,20-29,39,2,0,Virginia
2020-06-28,Chesterfield,50-59,430,29,4,Virginia
2020-06-28,Rappahannock Rapidan,20-29,269,4,0,Virginia
2020-06-28,Cumberland Plateau,60-69,5,1,0,Virginia
2020-06-28,Roanoke,70-79,12,3,0,Virginia
2020-06-28,Central Shenandoah,20-29,387,7,0,Virginia
2020-06-28,Pittsylvania-Danville,80+,7,5,2,Virginia
2020-06-28,Virginia Beach,80+,86,28,20,Virginia
2020-06-28,Central Shenandoah,50-59,362,31,2,Virginia
2020-06-28,Lenowisco,Missing,0,0,0,Virginia
