Date,Health_District,Sex,Cases,Hospitalized,Deaths,State
2020-05-25,Prince William,Not Reported,54,1,0,Virginia
2020-05-25,Chickahominy,Male,192,39,13,Virginia
2020-05-25,Rappahannock Rapidan,Not Reported,26,1,0,Virginia
2020-05-25,Peninsula,Female,303,53,20,Virginia
2020-05-25,Lenowisco,Not Reported,0,0,0,Virginia
2020-05-25,Crater,Not Reported,8,2,0,Virginia
2020-05-25,Chickahominy,Not Reported,7,0,0,Virginia
2020-05-25,Portsmouth,Male,148,19,6,Virginia
2020-05-25,New River,Female,52,5,0,Virginia
2020-05-25,Rappahannock,Female,695,57,4,Virginia
2020-05-25,Central Virginia,Female,85,7,0,Virginia
2020-05-25,Roanoke,Not Reported,0,0,0,Virginia
2020-05-25,West Piedmont,Female,83,5,3,Virginia
2020-05-25,Mount Rogers,Female,163,6,2,Virginia
2020-05-25,Piedmont,Male,520,27,4,Virginia
2020-05-25,Chesterfield,Female,681,33,22,Virginia
2020-05-25,Fairfax,Male,4946,715,179,Virginia
2020-05-25,Crater,Male,269,33,4,Virginia
2020-05-25,Central Virginia,Not Reported,0,0,0,Virginia
2020-05-25,Prince William,Female,3010,234,54,Virginia
2020-05-25,Virginia Beach,Female,355,39,10,Virginia
2020-05-25,Norfolk,Female,224,31,1,Virginia
2020-05-25,Three Rivers,Female,141,20,5,Virginia
2020-05-25,Arlington,Male,978,200,53,Virginia
2020-05-25,Central Shenandoah,Female,754,61,13,Virginia
2020-05-25,Southside,Female,173,19,13,Virginia
2020-05-24,Southside,Not Reported,3,0,0,Virginia
2020-05-24,Chesapeake,Female,255,43,6,Virginia
2020-05-24,Richmond,Female,499,54,4,Virginia
2020-05-24,Roanoke,Male,59,4,2,Virginia
2020-05-24,Fairfax,Not Reported,70,4,1,Virginia
2020-05-24,Thomas Jefferson,Female,233,37,9,Virginia
2020-05-24,Chesapeake,Not Reported,0,0,0,Virginia
2020-05-24,Cumberland Plateau,Male,14,1,0,Virginia
2020-05-24,Eastern Shore,Female,500,29,14,Virginia
2020-05-24,Lord Fairfax,Not Reported,9,0,0,Virginia
2020-05-24,Rappahannock,Not Reported,9,1,0,Virginia
2020-05-24,Central Shenandoah,Not Reported,3,0,0,Virginia
2020-05-24,Peninsula,Male,260,60,12,Virginia
2020-05-24,Norfolk,Male,218,30,5,Virginia
2020-05-24,Alexandria,Female,895,76,20,Virginia
2020-05-24,Lenowisco,Male,22,8,3,Virginia
2020-05-24,Pittsylvania-Danville,Female,49,14,2,Virginia
2020-05-24,New River,Not Reported,1,0,0,Virginia
2020-05-24,Chesterfield,Not Reported,31,0,0,Virginia
2020-05-24,Loudoun,Male,1021,81,24,Virginia
2020-05-24,Rappahannock Rapidan,Female,483,26,4,Virginia
2020-05-24,Piedmont,Female,138,17,2,Virginia
2020-05-24,Richmond,Male,525,78,14,Virginia
2020-05-24,Crater,Female,243,47,12,Virginia
2020-05-24,Portsmouth,Female,128,22,5,Virginia
2020-05-24,Arlington,Not Reported,8,1,0,Virginia
2020-05-24,Mount Rogers,Not Reported,1,0,0,Virginia
2020-05-24,Thomas Jefferson,Not Reported,1,0,0,Virginia
2020-05-24,Three Rivers,Not Reported,2,0,0,Virginia
2020-05-24,Hampton,Male,80,19,2,Virginia
2020-05-24,Alleghany,Male,74,15,6,Virginia
2020-05-24,Roanoke,Female,81,3,7,Virginia
2020-05-24,Loudoun,Not Reported,5,0,0,Virginia
2020-05-24,Fairfax,Female,4747,534,164,Virginia
2020-05-24,Western Tidewater,Male,304,44,22,Virginia
2020-05-24,Peninsula,Not Reported,3,0,0,Virginia
2020-05-24,New River,Male,44,8,1,Virginia
2020-05-24,Central Shenandoah,Male,659,51,15,Virginia
2020-05-24,Southside,Male,84,18,8,Virginia
2020-05-24,Chesterfield,Male,608,43,19,Virginia
2020-05-24,Arlington,Female,925,167,51,Virginia
2020-05-24,Rappahannock,Male,595,81,12,Virginia
2020-05-24,Central Virginia,Male,102,9,4,Virginia
2020-05-24,Alleghany,Not Reported,1,0,0,Virginia
2020-05-24,Henrico,Male,629,91,57,Virginia
2020-05-24,Thomas Jefferson,Male,188,31,10,Virginia
2020-05-24,Lord Fairfax,Male,513,48,22,Virginia
2020-05-24,Three Rivers,Male,340,13,1,Virginia
2020-05-24,Richmond,Not Reported,16,2,2,Virginia
2020-05-24,Pittsylvania-Danville,Male,33,11,1,Virginia
2020-05-24,Portsmouth,Not Reported,3,0,0,Virginia
2020-05-24,Norfolk,Not Reported,0,0,0,Virginia
2020-05-24,Chesapeake,Male,194,39,8,Virginia
2020-05-24,Chickahominy,Female,245,38,14,Virginia
2020-05-24,Prince William,Male,2959,281,54,Virginia
2020-05-24,Eastern Shore,Not Reported,3,0,0,Virginia
2020-05-24,Eastern Shore,Male,444,33,14,Virginia
2020-05-24,Rappahannock Rapidan,Male,516,46,7,Virginia
2020-05-24,Henrico,Not Reported,2,0,0,Virginia
2020-05-24,Cumberland Plateau,Female,18,1,0,Virginia
2020-05-24,West Piedmont,Male,69,10,2,Virginia
2020-05-24,Hampton,Not Reported,2,0,0,Virginia
2020-05-24,Alexandria,Not Reported,6,0,0,Virginia
2020-05-24,Western Tidewater,Not Reported,3,0,0,Virginia
2020-05-24,Cumberland Plateau,Not Reported,0,0,0,Virginia
2020-05-24,Virginia Beach,Male,277,51,12,Virginia
2020-05-24,Alleghany,Female,104,9,10,Virginia
2020-05-24,Lenowisco,Female,20,7,1,Virginia
2020-05-24,Virginia Beach,Not Reported,2,0,0,Virginia
2020-05-24,Western Tidewater,Female,300,20,15,Virginia
2020-05-24,Mount Rogers,Male,139,14,4,Virginia
2020-05-24,Lord Fairfax,Female,606,55,23,Virginia
2020-05-24,Piedmont,Not Reported,0,0,0,Virginia
2020-05-24,Alexandria,Male,853,99,18,Virginia
2020-05-24,Pittsylvania-Danville,Not Reported,1,0,0,Virginia
2020-05-24,West Piedmont,Not Reported,2,0,0,Virginia
2020-05-24,Loudoun,Female,1021,69,28,Virginia
2020-05-24,Hampton,Female,99,11,1,Virginia
2020-05-24,Henrico,Female,861,86,61,Virginia
2020-05-24,Prince William,Not Reported,42,1,0,Virginia
2020-05-24,Chickahominy,Male,175,39,13,Virginia
2020-05-24,Rappahannock Rapidan,Not Reported,26,1,0,Virginia
2020-05-24,Peninsula,Female,298,53,20,Virginia
2020-05-24,Lenowisco,Not Reported,0,0,0,Virginia
2020-05-24,Crater,Not Reported,6,2,0,Virginia
2020-05-24,Chickahominy,Not Reported,4,0,0,Virginia
2020-05-24,Portsmouth,Male,141,18,6,Virginia
2020-05-24,New River,Female,52,5,0,Virginia
2020-05-24,Rappahannock,Female,645,55,4,Virginia
2020-05-24,Central Virginia,Female,81,6,0,Virginia
2020-05-24,Roanoke,Not Reported,0,0,0,Virginia
2020-05-24,West Piedmont,Female,77,5,3,Virginia
2020-05-24,Mount Rogers,Female,150,6,2,Virginia
2020-05-24,Piedmont,Male,507,27,4,Virginia
2020-05-24,Chesterfield,Female,673,33,19,Virginia
2020-05-24,Fairfax,Male,4770,697,174,Virginia
2020-05-24,Crater,Male,250,33,4,Virginia
2020-05-24,Central Virginia,Not Reported,0,0,0,Virginia
2020-05-24,Prince William,Female,2811,230,54,Virginia
2020-05-24,Virginia Beach,Female,339,39,8,Virginia
2020-05-24,Norfolk,Female,214,31,1,Virginia
2020-05-24,Three Rivers,Female,138,20,5,Virginia
2020-05-24,Arlington,Male,964,200,50,Virginia
2020-05-24,Central Shenandoah,Female,736,59,13,Virginia
2020-05-24,Southside,Female,168,19,13,Virginia
2020-05-23,Southside,Not Reported,3,0,0,Virginia
2020-05-23,Chesapeake,Female,246,43,6,Virginia
2020-05-23,Richmond,Female,487,52,4,Virginia
2020-05-23,Roanoke,Male,59,4,2,Virginia
2020-05-23,Fairfax,Not Reported,68,4,1,Virginia
2020-05-23,Thomas Jefferson,Female,229,37,9,Virginia
2020-05-23,Chesapeake,Not Reported,0,0,0,Virginia
2020-05-23,Cumberland Plateau,Male,14,1,0,Virginia
2020-05-23,Eastern Shore,Female,494,27,13,Virginia
2020-05-23,Lord Fairfax,Not Reported,9,0,0,Virginia
2020-05-23,Rappahannock,Not Reported,10,1,0,Virginia
2020-05-23,Central Shenandoah,Not Reported,4,0,0,Virginia
2020-05-23,Peninsula,Male,258,60,12,Virginia
2020-05-23,Norfolk,Male,204,30,5,Virginia
2020-05-23,Alexandria,Female,884,76,20,Virginia
2020-05-23,Lenowisco,Male,22,8,3,Virginia
2020-05-23,Pittsylvania-Danville,Female,47,14,2,Virginia
2020-05-23,New River,Not Reported,1,0,0,Virginia
2020-05-23,Chesterfield,Not Reported,31,0,0,Virginia
2020-05-23,Loudoun,Male,908,81,24,Virginia
2020-05-23,Rappahannock Rapidan,Female,470,26,4,Virginia
2020-05-23,Piedmont,Female,136,16,1,Virginia
2020-05-23,Richmond,Male,510,76,13,Virginia
2020-05-23,Crater,Female,240,47,10,Virginia
2020-05-23,Portsmouth,Female,124,22,5,Virginia
2020-05-23,Arlington,Not Reported,9,1,0,Virginia
2020-05-23,Mount Rogers,Not Reported,1,0,0,Virginia
2020-05-23,Thomas Jefferson,Not Reported,1,0,0,Virginia
2020-05-23,Three Rivers,Not Reported,3,0,0,Virginia
2020-05-23,Hampton,Male,76,19,2,Virginia
2020-05-23,Alleghany,Male,72,15,5,Virginia
2020-05-23,Roanoke,Female,81,3,7,Virginia
2020-05-23,Loudoun,Not Reported,4,0,0,Virginia
2020-05-23,Fairfax,Female,4498,526,162,Virginia
2020-05-23,Western Tidewater,Male,299,44,21,Virginia
2020-05-23,Peninsula,Not Reported,3,0,0,Virginia
2020-05-23,New River,Male,43,8,1,Virginia
2020-05-23,Central Shenandoah,Male,643,51,15,Virginia
2020-05-23,Southside,Male,83,18,8,Virginia
2020-05-23,Chesterfield,Male,604,42,19,Virginia
2020-05-23,Arlington,Female,911,167,51,Virginia
2020-05-23,Rappahannock,Male,572,79,11,Virginia
2020-05-23,Central Virginia,Male,102,9,4,Virginia
2020-05-23,Alleghany,Not Reported,1,0,0,Virginia
2020-05-23,Henrico,Male,608,91,57,Virginia
2020-05-23,Thomas Jefferson,Male,186,31,10,Virginia
2020-05-23,Lord Fairfax,Male,502,48,22,Virginia
2020-05-23,Three Rivers,Male,336,13,1,Virginia
2020-05-23,Richmond,Not Reported,15,2,2,Virginia
2020-05-23,Pittsylvania-Danville,Male,31,11,1,Virginia
2020-05-23,Portsmouth,Not Reported,2,0,0,Virginia
2020-05-23,Norfolk,Not Reported,0,0,0,Virginia
2020-05-23,Chesapeake,Male,187,39,7,Virginia
2020-05-23,Chickahominy,Female,233,38,13,Virginia
2020-05-23,Prince William,Male,2787,273,45,Virginia
2020-05-23,Eastern Shore,Not Reported,3,0,0,Virginia
2020-05-23,Eastern Shore,Male,443,33,14,Virginia
2020-05-23,Rappahannock Rapidan,Male,506,45,7,Virginia
2020-05-23,Henrico,Not Reported,2,0,0,Virginia
2020-05-23,Cumberland Plateau,Female,18,1,0,Virginia
2020-05-23,West Piedmont,Male,64,10,2,Virginia
2020-05-23,Hampton,Not Reported,2,0,0,Virginia
2020-05-23,Alexandria,Not Reported,5,0,0,Virginia
2020-05-23,Western Tidewater,Not Reported,3,0,0,Virginia
2020-05-23,Cumberland Plateau,Not Reported,0,0,0,Virginia
2020-05-23,Virginia Beach,Male,268,51,12,Virginia
2020-05-23,Alleghany,Female,101,9,9,Virginia
2020-05-23,Lenowisco,Female,20,7,1,Virginia
2020-05-23,Virginia Beach,Not Reported,2,0,0,Virginia
2020-05-23,Western Tidewater,Female,298,20,14,Virginia
2020-05-23,Mount Rogers,Male,133,14,4,Virginia
2020-05-23,Lord Fairfax,Female,586,53,21,Virginia
2020-05-23,Piedmont,Not Reported,0,0,0,Virginia
2020-05-23,Alexandria,Male,844,99,18,Virginia
2020-05-23,Pittsylvania-Danville,Not Reported,0,0,0,Virginia
2020-05-23,West Piedmont,Not Reported,1,0,0,Virginia
2020-05-23,Loudoun,Female,909,69,28,Virginia
2020-05-23,Hampton,Female,96,11,1,Virginia
2020-05-23,Henrico,Female,836,85,61,Virginia
2020-05-23,Prince William,Not Reported,43,1,0,Virginia
2020-05-23,Chickahominy,Male,160,39,13,Virginia
2020-05-23,Rappahannock Rapidan,Not Reported,24,1,0,Virginia
2020-05-23,Peninsula,Female,290,53,20,Virginia
2020-05-23,Lenowisco,Not Reported,0,0,0,Virginia
2020-05-23,Crater,Not Reported,6,2,0,Virginia
2020-05-23,Chickahominy,Not Reported,3,0,0,Virginia
2020-05-23,Portsmouth,Male,136,18,6,Virginia
2020-05-23,New River,Female,50,5,0,Virginia
2020-05-23,Rappahannock,Female,619,55,4,Virginia
2020-05-23,Central Virginia,Female,80,6,0,Virginia
2020-05-23,Roanoke,Not Reported,0,0,0,Virginia
2020-05-23,West Piedmont,Female,72,5,2,Virginia
2020-05-23,Mount Rogers,Female,141,6,2,Virginia
2020-05-23,Piedmont,Male,507,27,4,Virginia
2020-05-23,Chesterfield,Female,670,33,18,Virginia
2020-05-23,Fairfax,Male,4522,680,172,Virginia
2020-05-23,Crater,Male,249,33,4,Virginia
2020-05-23,Central Virginia,Not Reported,0,0,0,Virginia
2020-05-23,Prince William,Female,2683,227,50,Virginia
2020-05-23,Virginia Beach,Female,333,39,7,Virginia
2020-05-23,Norfolk,Female,195,31,1,Virginia
2020-05-23,Three Rivers,Female,133,20,5,Virginia
2020-05-23,Arlington,Male,953,196,47,Virginia
2020-05-23,Central Shenandoah,Female,720,58,13,Virginia
2020-05-23,Southside,Female,164,19,13,Virginia
2020-05-22,Southside,Not Reported,3,0,0,Virginia
2020-05-22,Chesapeake,Female,241,43,6,Virginia
2020-05-22,Richmond,Female,465,53,4,Virginia
2020-05-22,Roanoke,Male,59,4,2,Virginia
2020-05-22,Fairfax,Not Reported,65,4,1,Virginia
2020-05-22,Thomas Jefferson,Female,218,37,7,Virginia
2020-05-22,Chesapeake,Not Reported,0,0,0,Virginia
2020-05-22,Cumberland Plateau,Male,14,1,0,Virginia
2020-05-22,Eastern Shore,Female,488,27,13,Virginia
2020-05-22,Lord Fairfax,Not Reported,9,0,0,Virginia
2020-05-22,Rappahannock,Not Reported,9,1,0,Virginia
2020-05-22,Central Shenandoah,Not Reported,4,0,0,Virginia
2020-05-22,Peninsula,Male,253,60,12,Virginia
2020-05-22,Norfolk,Male,201,30,5,Virginia
2020-05-22,Alexandria,Female,866,76,20,Virginia
2020-05-22,Lenowisco,Male,22,8,3,Virginia
2020-05-22,Pittsylvania-Danville,Female,44,14,2,Virginia
2020-05-22,New River,Not Reported,1,0,0,Virginia
2020-05-22,Chesterfield,Not Reported,31,0,0,Virginia
2020-05-22,Loudoun,Male,911,81,24,Virginia
2020-05-22,Rappahannock Rapidan,Female,446,26,4,Virginia
2020-05-22,Piedmont,Female,136,16,1,Virginia
2020-05-22,Richmond,Male,500,75,13,Virginia
2020-05-22,Crater,Female,241,47,10,Virginia
2020-05-22,Portsmouth,Female,122,22,5,Virginia
2020-05-22,Arlington,Not Reported,9,0,0,Virginia
2020-05-22,Mount Rogers,Not Reported,1,0,0,Virginia
2020-05-22,Thomas Jefferson,Not Reported,1,0,0,Virginia
2020-05-22,Three Rivers,Not Reported,2,0,0,Virginia
2020-05-22,Hampton,Male,74,19,2,Virginia
2020-05-22,Alleghany,Male,72,15,5,Virginia
2020-05-22,Roanoke,Female,82,3,7,Virginia
2020-05-22,Loudoun,Not Reported,4,0,0,Virginia
2020-05-22,Fairfax,Female,4474,526,161,Virginia
2020-05-22,Western Tidewater,Male,293,41,19,Virginia
2020-05-22,Peninsula,Not Reported,3,0,0,Virginia
2020-05-22,New River,Male,42,8,1,Virginia
2020-05-22,Central Shenandoah,Male,639,50,15,Virginia
2020-05-22,Southside,Male,81,18,8,Virginia
2020-05-22,Chesterfield,Male,604,42,19,Virginia
2020-05-22,Arlington,Female,875,161,48,Virginia
2020-05-22,Rappahannock,Male,554,77,10,Virginia
2020-05-22,Central Virginia,Male,102,9,4,Virginia
2020-05-22,Alleghany,Not Reported,1,0,0,Virginia
2020-05-22,Henrico,Male,596,91,57,Virginia
2020-05-22,Thomas Jefferson,Male,183,31,9,Virginia
2020-05-22,Lord Fairfax,Male,482,48,22,Virginia
2020-05-22,Three Rivers,Male,334,13,1,Virginia
2020-05-22,Richmond,Not Reported,14,2,2,Virginia
2020-05-22,Pittsylvania-Danville,Male,30,11,1,Virginia
2020-05-22,Portsmouth,Not Reported,2,0,0,Virginia
2020-05-22,Norfolk,Not Reported,0,0,0,Virginia
2020-05-22,Chesapeake,Male,185,39,7,Virginia
2020-05-22,Chickahominy,Female,233,38,13,Virginia
2020-05-22,Prince William,Male,2748,273,45,Virginia
2020-05-22,Eastern Shore,Not Reported,3,0,0,Virginia
2020-05-22,Eastern Shore,Male,441,33,14,Virginia
2020-05-22,Rappahannock Rapidan,Male,489,44,7,Virginia
2020-05-22,Henrico,Not Reported,2,0,0,Virginia
2020-05-22,Cumberland Plateau,Female,18,1,0,Virginia
2020-05-22,West Piedmont,Male,60,10,2,Virginia
2020-05-22,Hampton,Not Reported,2,0,0,Virginia
2020-05-22,Alexandria,Not Reported,5,0,0,Virginia
2020-05-22,Western Tidewater,Not Reported,3,0,0,Virginia
2020-05-22,Cumberland Plateau,Not Reported,0,0,0,Virginia
2020-05-22,Virginia Beach,Male,267,51,12,Virginia
2020-05-22,Alleghany,Female,101,9,9,Virginia
2020-05-22,Lenowisco,Female,20,7,1,Virginia
2020-05-22,Virginia Beach,Not Reported,2,0,0,Virginia
2020-05-22,Western Tidewater,Female,297,19,12,Virginia
2020-05-22,Mount Rogers,Male,126,14,4,Virginia
2020-05-22,Lord Fairfax,Female,574,52,21,Virginia
2020-05-22,Piedmont,Not Reported,0,0,0,Virginia
2020-05-22,Alexandria,Male,832,99,18,Virginia
2020-05-22,Pittsylvania-Danville,Not Reported,0,0,0,Virginia
2020-05-22,West Piedmont,Not Reported,1,0,0,Virginia
2020-05-22,Loudoun,Female,916,68,28,Virginia
2020-05-22,Hampton,Female,96,11,1,Virginia
2020-05-22,Henrico,Female,813,85,61,Virginia
2020-05-22,Prince William,Not Reported,41,1,0,Virginia
2020-05-22,Chickahominy,Male,160,39,13,Virginia
2020-05-22,Rappahannock Rapidan,Not Reported,24,1,0,Virginia
2020-05-22,Peninsula,Female,287,53,20,Virginia
2020-05-22,Lenowisco,Not Reported,0,0,0,Virginia
2020-05-22,Crater,Not Reported,6,2,0,Virginia
2020-05-22,Chickahominy,Not Reported,3,0,0,Virginia
2020-05-22,Portsmouth,Male,129,18,6,Virginia
2020-05-22,New River,Female,49,4,0,Virginia
2020-05-22,Rappahannock,Female,603,55,4,Virginia
2020-05-22,Central Virginia,Female,80,6,0,Virginia
2020-05-22,Roanoke,Not Reported,0,0,0,Virginia
2020-05-22,West Piedmont,Female,71,5,2,Virginia
2020-05-22,Mount Rogers,Female,137,6,2,Virginia
2020-05-22,Piedmont,Male,508,27,4,Virginia
2020-05-22,Chesterfield,Female,670,33,18,Virginia
2020-05-22,Fairfax,Male,4505,678,172,Virginia
2020-05-22,Crater,Male,250,33,4,Virginia
2020-05-22,Central Virginia,Not Reported,0,0,0,Virginia
2020-05-22,Prince William,Female,2641,227,50,Virginia
2020-05-22,Virginia Beach,Female,329,39,7,Virginia
2020-05-22,Norfolk,Female,192,31,1,Virginia
2020-05-22,Three Rivers,Female,133,20,5,Virginia
2020-05-22,Arlington,Male,920,185,47,Virginia
2020-05-22,Central Shenandoah,Female,715,56,13,Virginia
2020-05-22,Southside,Female,159,19,13,Virginia
2020-05-21,Southside,Not Reported,3,0,0,Virginia
2020-05-21,Chesapeake,Female,236,43,6,Virginia
2020-05-21,Richmond,Female,442,51,5,Virginia
2020-05-21,Roanoke,Male,58,4,2,Virginia
2020-05-21,Fairfax,Not Reported,64,4,1,Virginia
2020-05-21,Thomas Jefferson,Female,218,37,5,Virginia
2020-05-21,Chesapeake,Not Reported,0,0,0,Virginia
2020-05-21,Cumberland Plateau,Male,14,1,0,Virginia
2020-05-21,Eastern Shore,Female,479,26,13,Virginia
2020-05-21,Lord Fairfax,Not Reported,9,0,0,Virginia
2020-05-21,Rappahannock,Not Reported,4,1,0,Virginia
2020-05-21,Central Shenandoah,Not Reported,4,0,0,Virginia
2020-05-21,Peninsula,Male,250,60,12,Virginia
2020-05-21,Norfolk,Male,196,29,5,Virginia
2020-05-21,Alexandria,Female,844,76,20,Virginia
2020-05-21,Lenowisco,Male,22,8,3,Virginia
2020-05-21,Pittsylvania-Danville,Female,43,14,2,Virginia
2020-05-21,New River,Not Reported,1,0,0,Virginia
2020-05-21,Chesterfield,Not Reported,31,0,0,Virginia
2020-05-21,Loudoun,Male,899,81,24,Virginia
2020-05-21,Rappahannock Rapidan,Female,438,26,4,Virginia
2020-05-21,Piedmont,Female,131,16,1,Virginia
2020-05-21,Richmond,Male,478,74,13,Virginia
2020-05-21,Crater,Female,232,47,10,Virginia
2020-05-21,Portsmouth,Female,121,22,5,Virginia
2020-05-21,Arlington,Not Reported,9,0,0,Virginia
2020-05-21,Mount Rogers,Not Reported,1,0,0,Virginia
2020-05-21,Thomas Jefferson,Not Reported,1,0,0,Virginia
2020-05-21,Three Rivers,Not Reported,1,0,0,Virginia
2020-05-21,Hampton,Male,73,19,2,Virginia
2020-05-21,Alleghany,Male,69,15,5,Virginia
2020-05-21,Roanoke,Female,82,3,7,Virginia
2020-05-21,Loudoun,Not Reported,3,0,0,Virginia
2020-05-21,Fairfax,Female,4350,522,160,Virginia
2020-05-21,Western Tidewater,Male,288,41,19,Virginia
2020-05-21,Peninsula,Not Reported,3,0,0,Virginia
2020-05-21,New River,Male,41,8,1,Virginia
2020-05-21,Central Shenandoah,Male,627,50,15,Virginia
2020-05-21,Southside,Male,81,17,8,Virginia
2020-05-21,Chesterfield,Male,581,42,19,Virginia
2020-05-21,Arlington,Female,870,161,46,Virginia
2020-05-21,Rappahannock,Male,539,75,10,Virginia
2020-05-21,Central Virginia,Male,102,9,4,Virginia
2020-05-21,Alleghany,Not Reported,1,0,0,Virginia
2020-05-21,Henrico,Male,584,90,57,Virginia
2020-05-21,Thomas Jefferson,Male,182,31,9,Virginia
2020-05-21,Lord Fairfax,Male,461,45,17,Virginia
2020-05-21,Three Rivers,Male,320,13,1,Virginia
2020-05-21,Richmond,Not Reported,14,2,2,Virginia
2020-05-21,Pittsylvania-Danville,Male,30,10,1,Virginia
2020-05-21,Portsmouth,Not Reported,2,0,0,Virginia
2020-05-21,Norfolk,Not Reported,0,0,0,Virginia
2020-05-21,Chesapeake,Male,183,39,7,Virginia
2020-05-21,Chickahominy,Female,228,38,13,Virginia
2020-05-21,Prince William,Male,2690,271,42,Virginia
2020-05-21,Eastern Shore,Not Reported,3,0,0,Virginia
2020-05-21,Eastern Shore,Male,435,33,14,Virginia
2020-05-21,Rappahannock Rapidan,Male,472,44,7,Virginia
2020-05-21,Henrico,Not Reported,2,0,0,Virginia
2020-05-21,Cumberland Plateau,Female,18,1,0,Virginia
2020-05-21,West Piedmont,Male,57,8,2,Virginia
2020-05-21,Hampton,Not Reported,2,0,0,Virginia
2020-05-21,Alexandria,Not Reported,5,0,0,Virginia
2020-05-21,Western Tidewater,Not Reported,3,0,0,Virginia
2020-05-21,Cumberland Plateau,Not Reported,0,0,0,Virginia
2020-05-21,Virginia Beach,Male,264,51,12,Virginia
2020-05-21,Alleghany,Female,101,9,9,Virginia
2020-05-21,Lenowisco,Female,20,7,1,Virginia
2020-05-21,Virginia Beach,Not Reported,2,0,0,Virginia
2020-05-21,Western Tidewater,Female,285,19,12,Virginia
2020-05-21,Mount Rogers,Male,124,14,4,Virginia
2020-05-21,Lord Fairfax,Female,561,51,20,Virginia
2020-05-21,Piedmont,Not Reported,0,0,0,Virginia
2020-05-21,Alexandria,Male,808,99,17,Virginia
2020-05-21,Pittsylvania-Danville,Not Reported,0,0,0,Virginia
2020-05-21,West Piedmont,Not Reported,1,0,0,Virginia
2020-05-21,Loudoun,Female,905,68,27,Virginia
2020-05-21,Hampton,Female,94,11,1,Virginia
2020-05-21,Henrico,Female,789,84,60,Virginia
2020-05-21,Prince William,Not Reported,39,1,0,Virginia
2020-05-21,Chickahominy,Male,155,39,13,Virginia
2020-05-21,Rappahannock Rapidan,Not Reported,24,1,0,Virginia
2020-05-21,Peninsula,Female,279,53,20,Virginia
2020-05-21,Lenowisco,Not Reported,0,0,0,Virginia
2020-05-21,Crater,Not Reported,5,2,0,Virginia
2020-05-21,Chickahominy,Not Reported,3,0,0,Virginia
2020-05-21,Portsmouth,Male,128,18,6,Virginia
2020-05-21,New River,Female,48,4,0,Virginia
2020-05-21,Rappahannock,Female,586,55,4,Virginia
2020-05-21,Central Virginia,Female,80,6,0,Virginia
2020-05-21,Roanoke,Not Reported,0,0,0,Virginia
2020-05-21,West Piedmont,Female,69,5,1,Virginia
2020-05-21,Mount Rogers,Female,137,6,2,Virginia
2020-05-21,Piedmont,Male,504,27,4,Virginia
2020-05-21,Chesterfield,Female,649,33,18,Virginia
2020-05-21,Fairfax,Male,4417,672,169,Virginia
2020-05-21,Crater,Male,237,32,4,Virginia
2020-05-21,Central Virginia,Not Reported,0,0,0,Virginia
2020-05-21,Prince William,Female,2578,224,49,Virginia
2020-05-21,Virginia Beach,Female,325,39,7,Virginia
2020-05-21,Norfolk,Female,192,30,1,Virginia
2020-05-21,Three Rivers,Female,130,20,5,Virginia
2020-05-21,Arlington,Male,916,185,45,Virginia
2020-05-21,Central Shenandoah,Female,707,56,13,Virginia
2020-05-21,Southside,Female,158,17,13,Virginia
2020-05-20,Southside,Not Reported,3,0,0,Virginia
2020-05-20,Chesapeake,Female,231,42,6,Virginia
2020-05-20,Richmond,Female,423,50,5,Virginia
2020-05-20,Roanoke,Male,56,4,2,Virginia
2020-05-20,Fairfax,Not Reported,64,4,1,Virginia
2020-05-20,Thomas Jefferson,Female,215,37,5,Virginia
2020-05-20,Chesapeake,Not Reported,0,0,0,Virginia
2020-05-20,Cumberland Plateau,Male,14,1,0,Virginia
2020-05-20,Eastern Shore,Female,478,25,13,Virginia
2020-05-20,Lord Fairfax,Not Reported,9,0,0,Virginia
2020-05-20,Rappahannock,Not Reported,4,1,0,Virginia
2020-05-20,Central Shenandoah,Not Reported,4,0,0,Virginia
2020-05-20,Peninsula,Male,243,60,12,Virginia
2020-05-20,Norfolk,Male,190,29,5,Virginia
2020-05-20,Alexandria,Female,830,75,20,Virginia
2020-05-20,Lenowisco,Male,22,8,3,Virginia
2020-05-20,Pittsylvania-Danville,Female,43,14,1,Virginia
2020-05-20,New River,Not Reported,1,0,0,Virginia
2020-05-20,Chesterfield,Not Reported,31,0,0,Virginia
2020-05-20,Loudoun,Male,839,80,22,Virginia
2020-05-20,Rappahannock Rapidan,Female,425,25,4,Virginia
2020-05-20,Piedmont,Female,127,15,1,Virginia
2020-05-20,Richmond,Male,451,71,13,Virginia
2020-05-20,Crater,Female,231,47,10,Virginia
2020-05-20,Portsmouth,Female,117,22,5,Virginia
2020-05-20,Arlington,Not Reported,9,0,0,Virginia
2020-05-20,Mount Rogers,Not Reported,1,0,0,Virginia
2020-05-20,Thomas Jefferson,Not Reported,1,0,0,Virginia
2020-05-20,Three Rivers,Not Reported,2,0,0,Virginia
2020-05-20,Hampton,Male,72,19,2,Virginia
2020-05-20,Alleghany,Male,69,15,3,Virginia
2020-05-20,Roanoke,Female,79,3,6,Virginia
2020-05-20,Loudoun,Not Reported,3,0,0,Virginia
2020-05-20,Fairfax,Female,4271,512,150,Virginia
2020-05-20,Western Tidewater,Male,288,40,19,Virginia
2020-05-20,Peninsula,Not Reported,3,0,0,Virginia
2020-05-20,New River,Male,41,8,1,Virginia
