Date,Health_District,Sex,Cases,Hospitalized,Deaths,State
2020-06-18,Norfolk,Not Reported,1,0,0,Virginia
2020-06-18,Chesapeake,Male,312,54,9,Virginia
2020-06-18,Chickahominy,Female,325,49,15,Virginia
2020-06-18,Prince William,Male,4249,422,87,Virginia
2020-06-18,Eastern Shore,Not Reported,18,0,0,Virginia
2020-06-18,Eastern Shore,Male,631,51,19,Virginia
2020-06-18,Rappahannock Rapidan,Male,693,62,11,Virginia
2020-06-18,Henrico,Not Reported,10,0,1,Virginia
2020-06-18,Cumberland Plateau,Female,19,1,0,Virginia
2020-06-18,West Piedmont,Male,176,20,3,Virginia
2020-06-18,Hampton,Not Reported,2,0,0,Virginia
2020-06-18,Alexandria,Not Reported,10,0,0,Virginia
2020-06-18,Western Tidewater,Not Reported,2,0,0,Virginia
2020-06-18,Cumberland Plateau,Not Reported,0,0,0,Virginia
2020-06-18,Virginia Beach,Male,438,60,15,Virginia
2020-06-18,Alleghany,Female,159,10,9,Virginia
2020-06-18,Lenowisco,Female,22,8,1,Virginia
2020-06-18,Virginia Beach,Not Reported,9,0,0,Virginia
2020-06-18,Western Tidewater,Female,349,29,19,Virginia
2020-06-18,Mount Rogers,Male,272,43,14,Virginia
2020-06-18,Lord Fairfax,Female,926,75,32,Virginia
2020-06-18,Piedmont,Not Reported,1,0,0,Virginia
2020-06-18,Alexandria,Male,1067,127,22,Virginia
2020-06-18,Pittsylvania-Danville,Not Reported,1,0,0,Virginia
2020-06-18,West Piedmont,Not Reported,5,0,0,Virginia
2020-06-18,Loudoun,Female,1761,105,50,Virginia
2020-06-18,Hampton,Female,134,14,2,Virginia
2020-06-18,Henrico,Female,1298,115,70,Virginia
2020-06-18,Prince William,Not Reported,89,1,0,Virginia
2020-06-18,Chickahominy,Male,253,53,19,Virginia
2020-06-18,Rappahannock Rapidan,Not Reported,32,2,1,Virginia
2020-06-18,Peninsula,Female,435,62,21,Virginia
2020-06-18,Lenowisco,Not Reported,0,0,0,Virginia
2020-06-18,Crater,Not Reported,16,3,0,Virginia
2020-06-18,Chickahominy,Not Reported,7,1,0,Virginia
2020-06-18,Portsmouth,Male,213,25,6,Virginia
2020-06-18,New River,Female,75,7,0,Virginia
2020-06-18,Rappahannock,Female,1176,87,10,Virginia
2020-06-18,Central Virginia,Female,139,8,0,Virginia
2020-06-18,Roanoke,Not Reported,6,0,0,Virginia
2020-06-18,West Piedmont,Female,186,16,2,Virginia
2020-06-18,Mount Rogers,Female,339,20,9,Virginia
2020-06-18,Piedmont,Male,682,41,4,Virginia
2020-06-18,Chesterfield,Female,1276,61,31,Virginia
2020-06-18,Fairfax,Male,6517,878,219,Virginia
2020-06-18,Crater,Male,755,51,7,Virginia
2020-06-18,Central Virginia,Not Reported,0,0,0,Virginia
2020-06-18,Prince William,Female,4172,339,65,Virginia
2020-06-18,Virginia Beach,Female,503,52,12,Virginia
2020-06-18,Norfolk,Female,352,44,1,Virginia
2020-06-18,Three Rivers,Female,177,32,9,Virginia
2020-06-18,Arlington,Male,1207,222,66,Virginia
2020-06-18,Central Shenandoah,Female,993,78,17,Virginia
2020-06-18,Southside,Female,213,25,16,Virginia
2020-06-17,Southside,Not Reported,4,0,0,Virginia
2020-06-17,Chesapeake,Female,386,51,7,Virginia
2020-06-17,Richmond,Female,892,83,6,Virginia
2020-06-17,Roanoke,Male,117,6,2,Virginia
2020-06-17,Fairfax,Not Reported,140,5,3,Virginia
2020-06-17,Thomas Jefferson,Female,382,43,9,Virginia
2020-06-17,Chesapeake,Not Reported,1,0,0,Virginia
2020-06-17,Cumberland Plateau,Male,18,1,0,Virginia
2020-06-17,Eastern Shore,Female,638,54,22,Virginia
2020-06-17,Lord Fairfax,Not Reported,15,0,0,Virginia
2020-06-17,Rappahannock,Not Reported,11,1,0,Virginia
2020-06-17,Central Shenandoah,Not Reported,0,0,0,Virginia
2020-06-17,Peninsula,Male,369,62,12,Virginia
2020-06-17,Norfolk,Male,351,44,6,Virginia
2020-06-17,Alexandria,Female,1113,102,26,Virginia
2020-06-17,Lenowisco,Male,24,8,3,Virginia
2020-06-17,Pittsylvania-Danville,Female,78,16,2,Virginia
2020-06-17,New River,Not Reported,3,0,0,Virginia
2020-06-17,Chesterfield,Not Reported,79,0,1,Virginia
2020-06-17,Loudoun,Male,1724,123,31,Virginia
2020-06-17,Rappahannock Rapidan,Female,658,39,6,Virginia
2020-06-17,Piedmont,Female,258,37,3,Virginia
2020-06-17,Richmond,Male,957,113,21,Virginia
2020-06-17,Crater,Female,522,72,14,Virginia
2020-06-17,Portsmouth,Female,188,35,7,Virginia
2020-06-17,Arlington,Not Reported,4,1,0,Virginia
2020-06-17,Mount Rogers,Not Reported,2,0,0,Virginia
2020-06-17,Thomas Jefferson,Not Reported,4,0,0,Virginia
2020-06-17,Three Rivers,Not Reported,18,0,0,Virginia
2020-06-17,Hampton,Male,116,23,3,Virginia
2020-06-17,Alleghany,Male,136,18,5,Virginia
2020-06-17,Roanoke,Female,154,6,8,Virginia
2020-06-17,Loudoun,Not Reported,19,0,1,Virginia
2020-06-17,Fairfax,Female,6694,678,222,Virginia
2020-06-17,Western Tidewater,Male,354,49,27,Virginia
2020-06-17,Peninsula,Not Reported,4,0,0,Virginia
2020-06-17,New River,Male,75,11,4,Virginia
2020-06-17,Central Shenandoah,Male,850,70,15,Virginia
2020-06-17,Southside,Male,128,22,10,Virginia
2020-06-17,Chesterfield,Male,1230,68,30,Virginia
2020-06-17,Arlington,Female,1180,186,60,Virginia
2020-06-17,Rappahannock,Male,1034,110,21,Virginia
2020-06-17,Central Virginia,Male,146,9,4,Virginia
2020-06-17,Alleghany,Not Reported,3,0,0,Virginia
2020-06-17,Henrico,Male,1042,126,67,Virginia
2020-06-17,Thomas Jefferson,Male,351,38,10,Virginia
2020-06-17,Lord Fairfax,Male,851,78,30,Virginia
2020-06-17,Three Rivers,Male,402,16,2,Virginia
2020-06-17,Richmond,Not Reported,46,2,2,Virginia
2020-06-17,Pittsylvania-Danville,Male,65,17,1,Virginia
2020-06-17,Portsmouth,Not Reported,3,0,0,Virginia
2020-06-17,Norfolk,Not Reported,1,0,0,Virginia
2020-06-17,Chesapeake,Male,310,54,9,Virginia
2020-06-17,Chickahominy,Female,322,50,16,Virginia
2020-06-17,Prince William,Male,4201,418,83,Virginia
2020-06-17,Eastern Shore,Not Reported,18,0,0,Virginia
2020-06-17,Eastern Shore,Male,629,51,19,Virginia
2020-06-17,Rappahannock Rapidan,Male,693,62,11,Virginia
2020-06-17,Henrico,Not Reported,11,0,1,Virginia
2020-06-17,Cumberland Plateau,Female,19,1,0,Virginia
2020-06-17,West Piedmont,Male,172,20,3,Virginia
2020-06-17,Hampton,Not Reported,2,0,0,Virginia
2020-06-17,Alexandria,Not Reported,10,0,0,Virginia
2020-06-17,Western Tidewater,Not Reported,2,0,0,Virginia
2020-06-17,Cumberland Plateau,Not Reported,0,0,0,Virginia
2020-06-17,Virginia Beach,Male,436,60,15,Virginia
2020-06-17,Alleghany,Female,149,10,9,Virginia
2020-06-17,Lenowisco,Female,22,8,1,Virginia
2020-06-17,Virginia Beach,Not Reported,8,0,0,Virginia
2020-06-17,Western Tidewater,Female,349,29,19,Virginia
2020-06-17,Mount Rogers,Male,261,42,14,Virginia
2020-06-17,Lord Fairfax,Female,920,71,32,Virginia
2020-06-17,Piedmont,Not Reported,1,0,0,Virginia
2020-06-17,Alexandria,Male,1063,127,22,Virginia
2020-06-17,Pittsylvania-Danville,Not Reported,1,0,0,Virginia
2020-06-17,West Piedmont,Not Reported,5,0,0,Virginia
2020-06-17,Loudoun,Female,1756,105,50,Virginia
2020-06-17,Hampton,Female,133,14,2,Virginia
2020-06-17,Henrico,Female,1289,115,71,Virginia
2020-06-17,Prince William,Not Reported,90,1,0,Virginia
2020-06-17,Chickahominy,Male,249,53,19,Virginia
2020-06-17,Rappahannock Rapidan,Not Reported,32,2,1,Virginia
2020-06-17,Peninsula,Female,426,61,21,Virginia
2020-06-17,Lenowisco,Not Reported,0,0,0,Virginia
2020-06-17,Crater,Not Reported,16,3,0,Virginia
2020-06-17,Chickahominy,Not Reported,7,1,0,Virginia
2020-06-17,Portsmouth,Male,211,25,6,Virginia
2020-06-17,New River,Female,75,7,0,Virginia
2020-06-17,Rappahannock,Female,1166,85,9,Virginia
2020-06-17,Central Virginia,Female,137,8,0,Virginia
2020-06-17,Roanoke,Not Reported,6,0,0,Virginia
2020-06-17,West Piedmont,Female,177,14,2,Virginia
2020-06-17,Mount Rogers,Female,327,20,9,Virginia
2020-06-17,Piedmont,Male,680,41,4,Virginia
2020-06-17,Chesterfield,Female,1240,60,26,Virginia
2020-06-17,Fairfax,Male,6500,864,219,Virginia
2020-06-17,Crater,Male,741,51,7,Virginia
2020-06-17,Central Virginia,Not Reported,0,0,0,Virginia
2020-06-17,Prince William,Female,4123,338,64,Virginia
2020-06-17,Virginia Beach,Female,492,52,12,Virginia
2020-06-17,Norfolk,Female,352,44,1,Virginia
2020-06-17,Three Rivers,Female,170,30,7,Virginia
2020-06-17,Arlington,Male,1198,222,66,Virginia
2020-06-17,Central Shenandoah,Female,989,78,17,Virginia
2020-06-17,Southside,Female,212,24,16,Virginia
2020-06-16,Southside,Not Reported,4,0,0,Virginia
2020-06-16,Chesapeake,Female,379,51,7,Virginia
2020-06-16,Richmond,Female,878,80,6,Virginia
2020-06-16,Roanoke,Male,117,6,2,Virginia
2020-06-16,Fairfax,Not Reported,136,5,3,Virginia
2020-06-16,Thomas Jefferson,Female,374,43,9,Virginia
2020-06-16,Chesapeake,Not Reported,1,0,0,Virginia
2020-06-16,Cumberland Plateau,Male,18,1,0,Virginia
2020-06-16,Eastern Shore,Female,638,55,22,Virginia
2020-06-16,Lord Fairfax,Not Reported,14,0,0,Virginia
2020-06-16,Rappahannock,Not Reported,15,1,0,Virginia
2020-06-16,Central Shenandoah,Not Reported,0,0,0,Virginia
2020-06-16,Peninsula,Male,366,62,12,Virginia
2020-06-16,Norfolk,Male,351,43,6,Virginia
2020-06-16,Alexandria,Female,1108,101,26,Virginia
2020-06-16,Lenowisco,Male,24,8,3,Virginia
2020-06-16,Pittsylvania-Danville,Female,76,16,2,Virginia
2020-06-16,New River,Not Reported,3,0,0,Virginia
2020-06-16,Chesterfield,Not Reported,79,0,1,Virginia
2020-06-16,Loudoun,Male,1697,113,30,Virginia
2020-06-16,Rappahannock Rapidan,Female,657,39,6,Virginia
2020-06-16,Piedmont,Female,251,36,3,Virginia
2020-06-16,Richmond,Male,947,113,20,Virginia
2020-06-16,Crater,Female,521,71,14,Virginia
2020-06-16,Portsmouth,Female,187,35,7,Virginia
2020-06-16,Arlington,Not Reported,4,1,0,Virginia
2020-06-16,Mount Rogers,Not Reported,3,0,0,Virginia
2020-06-16,Thomas Jefferson,Not Reported,4,0,0,Virginia
2020-06-16,Three Rivers,Not Reported,18,0,0,Virginia
2020-06-16,Hampton,Male,113,23,3,Virginia
2020-06-16,Alleghany,Male,135,18,5,Virginia
2020-06-16,Roanoke,Female,154,6,8,Virginia
2020-06-16,Loudoun,Not Reported,20,0,2,Virginia
2020-06-16,Fairfax,Female,6674,671,220,Virginia
2020-06-16,Western Tidewater,Male,354,49,27,Virginia
2020-06-16,Peninsula,Not Reported,4,0,0,Virginia
2020-06-16,New River,Male,74,11,4,Virginia
2020-06-16,Central Shenandoah,Male,843,69,15,Virginia
2020-06-16,Southside,Male,115,22,10,Virginia
2020-06-16,Chesterfield,Male,1189,68,30,Virginia
2020-06-16,Arlington,Female,1176,186,60,Virginia
2020-06-16,Rappahannock,Male,1019,109,21,Virginia
2020-06-16,Central Virginia,Male,147,9,4,Virginia
2020-06-16,Alleghany,Not Reported,3,0,0,Virginia
2020-06-16,Henrico,Male,1039,126,68,Virginia
2020-06-16,Thomas Jefferson,Male,344,38,10,Virginia
2020-06-16,Lord Fairfax,Male,842,78,30,Virginia
2020-06-16,Three Rivers,Male,399,16,3,Virginia
2020-06-16,Richmond,Not Reported,47,2,2,Virginia
2020-06-16,Pittsylvania-Danville,Male,62,16,1,Virginia
2020-06-16,Portsmouth,Not Reported,3,0,0,Virginia
2020-06-16,Norfolk,Not Reported,1,0,0,Virginia
2020-06-16,Chesapeake,Male,304,52,9,Virginia
2020-06-16,Chickahominy,Female,321,49,16,Virginia
2020-06-16,Prince William,Male,4180,416,83,Virginia
2020-06-16,Eastern Shore,Not Reported,18,0,0,Virginia
2020-06-16,Eastern Shore,Male,627,50,19,Virginia
2020-06-16,Rappahannock Rapidan,Male,693,62,11,Virginia
2020-06-16,Henrico,Not Reported,11,0,1,Virginia
2020-06-16,Cumberland Plateau,Female,19,1,0,Virginia
2020-06-16,West Piedmont,Male,170,19,3,Virginia
2020-06-16,Hampton,Not Reported,2,0,0,Virginia
2020-06-16,Alexandria,Not Reported,9,0,0,Virginia
2020-06-16,Western Tidewater,Not Reported,2,0,0,Virginia
2020-06-16,Cumberland Plateau,Not Reported,0,0,0,Virginia
2020-06-16,Virginia Beach,Male,431,60,16,Virginia
2020-06-16,Alleghany,Female,149,10,9,Virginia
2020-06-16,Lenowisco,Female,22,8,1,Virginia
2020-06-16,Virginia Beach,Not Reported,7,0,0,Virginia
2020-06-16,Western Tidewater,Female,348,29,19,Virginia
2020-06-16,Mount Rogers,Male,257,42,14,Virginia
2020-06-16,Lord Fairfax,Female,908,71,32,Virginia
2020-06-16,Piedmont,Not Reported,1,0,0,Virginia
2020-06-16,Alexandria,Male,1058,124,22,Virginia
2020-06-16,Pittsylvania-Danville,Not Reported,1,0,0,Virginia
2020-06-16,West Piedmont,Not Reported,5,0,0,Virginia
2020-06-16,Loudoun,Female,1741,104,48,Virginia
2020-06-16,Hampton,Female,133,14,2,Virginia
2020-06-16,Henrico,Female,1282,115,71,Virginia
2020-06-16,Prince William,Not Reported,90,1,0,Virginia
2020-06-16,Chickahominy,Male,247,52,19,Virginia
2020-06-16,Rappahannock Rapidan,Not Reported,32,2,1,Virginia
2020-06-16,Peninsula,Female,425,61,21,Virginia
2020-06-16,Lenowisco,Not Reported,0,0,0,Virginia
2020-06-16,Crater,Not Reported,16,3,0,Virginia
2020-06-16,Chickahominy,Not Reported,7,1,0,Virginia
2020-06-16,Portsmouth,Male,205,25,6,Virginia
2020-06-16,New River,Female,75,7,0,Virginia
2020-06-16,Rappahannock,Female,1154,85,9,Virginia
2020-06-16,Central Virginia,Female,135,8,0,Virginia
2020-06-16,Roanoke,Not Reported,6,0,0,Virginia
2020-06-16,West Piedmont,Female,174,13,2,Virginia
2020-06-16,Mount Rogers,Female,323,20,9,Virginia
2020-06-16,Piedmont,Male,668,40,4,Virginia
2020-06-16,Chesterfield,Female,1219,60,26,Virginia
2020-06-16,Fairfax,Male,6469,859,220,Virginia
2020-06-16,Crater,Male,734,48,7,Virginia
2020-06-16,Central Virginia,Not Reported,0,0,0,Virginia
2020-06-16,Prince William,Female,4094,338,64,Virginia
2020-06-16,Virginia Beach,Female,485,52,12,Virginia
2020-06-16,Norfolk,Female,346,42,1,Virginia
2020-06-16,Three Rivers,Female,169,30,7,Virginia
2020-06-16,Arlington,Male,1192,220,64,Virginia
2020-06-16,Central Shenandoah,Female,974,78,17,Virginia
2020-06-16,Southside,Female,210,24,16,Virginia
2020-06-15,Southside,Not Reported,4,0,0,Virginia
2020-06-15,Chesapeake,Female,375,50,7,Virginia
2020-06-15,Richmond,Female,867,77,6,Virginia
2020-06-15,Roanoke,Male,115,6,2,Virginia
2020-06-15,Fairfax,Not Reported,138,5,3,Virginia
2020-06-15,Thomas Jefferson,Female,371,43,9,Virginia
2020-06-15,Chesapeake,Not Reported,2,0,0,Virginia
2020-06-15,Cumberland Plateau,Male,17,1,0,Virginia
2020-06-15,Eastern Shore,Female,637,53,22,Virginia
2020-06-15,Lord Fairfax,Not Reported,14,0,0,Virginia
2020-06-15,Rappahannock,Not Reported,16,1,0,Virginia
2020-06-15,Central Shenandoah,Not Reported,0,0,0,Virginia
2020-06-15,Peninsula,Male,360,62,12,Virginia
2020-06-15,Norfolk,Male,345,42,6,Virginia
2020-06-15,Alexandria,Female,1106,100,25,Virginia
2020-06-15,Lenowisco,Male,24,8,3,Virginia
2020-06-15,Pittsylvania-Danville,Female,75,16,2,Virginia
2020-06-15,New River,Not Reported,3,0,0,Virginia
2020-06-15,Chesterfield,Not Reported,78,0,1,Virginia
2020-06-15,Loudoun,Male,1690,108,30,Virginia
2020-06-15,Rappahannock Rapidan,Female,652,39,6,Virginia
2020-06-15,Piedmont,Female,251,34,3,Virginia
2020-06-15,Richmond,Male,934,112,21,Virginia
2020-06-15,Crater,Female,508,68,14,Virginia
2020-06-15,Portsmouth,Female,183,34,6,Virginia
2020-06-15,Arlington,Not Reported,10,1,0,Virginia
2020-06-15,Mount Rogers,Not Reported,3,0,0,Virginia
2020-06-15,Thomas Jefferson,Not Reported,7,0,0,Virginia
2020-06-15,Three Rivers,Not Reported,18,0,0,Virginia
2020-06-15,Hampton,Male,112,23,3,Virginia
2020-06-15,Alleghany,Male,129,17,5,Virginia
2020-06-15,Roanoke,Female,149,5,8,Virginia
2020-06-15,Loudoun,Not Reported,20,0,2,Virginia
2020-06-15,Fairfax,Female,6655,670,221,Virginia
2020-06-15,Western Tidewater,Male,353,49,27,Virginia
2020-06-15,Peninsula,Not Reported,4,0,0,Virginia
2020-06-15,New River,Male,74,11,4,Virginia
2020-06-15,Central Shenandoah,Male,833,69,14,Virginia
2020-06-15,Southside,Male,111,22,10,Virginia
2020-06-15,Chesterfield,Male,1152,68,29,Virginia
2020-06-15,Arlington,Female,1164,183,59,Virginia
2020-06-15,Rappahannock,Male,1011,109,21,Virginia
2020-06-15,Central Virginia,Male,146,9,4,Virginia
2020-06-15,Alleghany,Not Reported,3,0,0,Virginia
2020-06-15,Henrico,Male,1028,125,67,Virginia
2020-06-15,Thomas Jefferson,Male,339,38,10,Virginia
2020-06-15,Lord Fairfax,Male,834,77,31,Virginia
2020-06-15,Three Rivers,Male,399,16,3,Virginia
2020-06-15,Richmond,Not Reported,47,2,2,Virginia
2020-06-15,Pittsylvania-Danville,Male,60,16,1,Virginia
2020-06-15,Portsmouth,Not Reported,3,0,0,Virginia
2020-06-15,Norfolk,Not Reported,1,0,0,Virginia
2020-06-15,Chesapeake,Male,301,52,9,Virginia
2020-06-15,Chickahominy,Female,316,49,16,Virginia
2020-06-15,Prince William,Male,4165,415,83,Virginia
2020-06-15,Eastern Shore,Not Reported,7,0,0,Virginia
2020-06-15,Eastern Shore,Male,627,49,19,Virginia
2020-06-15,Rappahannock Rapidan,Male,687,62,11,Virginia
2020-06-15,Henrico,Not Reported,10,0,1,Virginia
2020-06-15,Cumberland Plateau,Female,19,1,0,Virginia
2020-06-15,West Piedmont,Male,167,19,3,Virginia
2020-06-15,Hampton,Not Reported,2,0,0,Virginia
2020-06-15,Alexandria,Not Reported,9,0,0,Virginia
2020-06-15,Western Tidewater,Not Reported,2,0,0,Virginia
2020-06-15,Cumberland Plateau,Not Reported,0,0,0,Virginia
2020-06-15,Virginia Beach,Male,425,60,16,Virginia
2020-06-15,Alleghany,Female,146,10,9,Virginia
2020-06-15,Lenowisco,Female,22,8,1,Virginia
2020-06-15,Virginia Beach,Not Reported,7,0,0,Virginia
2020-06-15,Western Tidewater,Female,349,29,19,Virginia
2020-06-15,Mount Rogers,Male,253,43,13,Virginia
2020-06-15,Lord Fairfax,Female,901,71,31,Virginia
2020-06-15,Piedmont,Not Reported,1,0,0,Virginia
2020-06-15,Alexandria,Male,1053,124,22,Virginia
2020-06-15,Pittsylvania-Danville,Not Reported,1,0,0,Virginia
2020-06-15,West Piedmont,Not Reported,5,0,0,Virginia
2020-06-15,Loudoun,Female,1729,98,44,Virginia
2020-06-15,Hampton,Female,132,14,2,Virginia
2020-06-15,Henrico,Female,1273,115,69,Virginia
2020-06-15,Prince William,Not Reported,90,1,0,Virginia
2020-06-15,Chickahominy,Male,247,52,19,Virginia
2020-06-15,Rappahannock Rapidan,Not Reported,33,2,1,Virginia
2020-06-15,Peninsula,Female,421,61,21,Virginia
2020-06-15,Lenowisco,Not Reported,0,0,0,Virginia
2020-06-15,Crater,Not Reported,16,3,0,Virginia
2020-06-15,Chickahominy,Not Reported,7,1,0,Virginia
2020-06-15,Portsmouth,Male,201,25,6,Virginia
2020-06-15,New River,Female,75,7,0,Virginia
2020-06-15,Rappahannock,Female,1139,82,9,Virginia
2020-06-15,Central Virginia,Female,134,8,0,Virginia
2020-06-15,Roanoke,Not Reported,6,0,0,Virginia
2020-06-15,West Piedmont,Female,169,14,2,Virginia
2020-06-15,Mount Rogers,Female,317,20,9,Virginia
2020-06-15,Piedmont,Male,660,39,4,Virginia
2020-06-15,Chesterfield,Female,1199,60,26,Virginia
2020-06-15,Fairfax,Male,6435,852,217,Virginia
2020-06-15,Crater,Male,729,46,7,Virginia
2020-06-15,Central Virginia,Not Reported,0,0,0,Virginia
2020-06-15,Prince William,Female,4071,337,64,Virginia
2020-06-15,Virginia Beach,Female,477,50,11,Virginia
2020-06-15,Norfolk,Female,335,42,1,Virginia
2020-06-15,Three Rivers,Female,169,30,7,Virginia
2020-06-15,Arlington,Male,1189,223,66,Virginia
2020-06-15,Central Shenandoah,Female,965,77,17,Virginia
2020-06-15,Southside,Female,208,23,16,Virginia
2020-06-14,Southside,Not Reported,3,0,0,Virginia
2020-06-14,Chesapeake,Female,375,50,7,Virginia
2020-06-14,Richmond,Female,861,77,6,Virginia
2020-06-14,Roanoke,Male,104,6,2,Virginia
2020-06-14,Fairfax,Not Reported,138,5,4,Virginia
2020-06-14,Thomas Jefferson,Female,367,43,9,Virginia
2020-06-14,Chesapeake,Not Reported,2,0,0,Virginia
2020-06-14,Cumberland Plateau,Male,16,1,0,Virginia
2020-06-14,Eastern Shore,Female,629,49,22,Virginia
2020-06-14,Lord Fairfax,Not Reported,15,0,0,Virginia
2020-06-14,Rappahannock,Not Reported,16,1,0,Virginia
2020-06-14,Central Shenandoah,Not Reported,0,0,0,Virginia
2020-06-14,Peninsula,Male,351,62,12,Virginia
2020-06-14,Norfolk,Male,334,40,6,Virginia
2020-06-14,Alexandria,Female,1102,101,26,Virginia
2020-06-14,Lenowisco,Male,24,8,3,Virginia
2020-06-14,Pittsylvania-Danville,Female,75,16,2,Virginia
2020-06-14,New River,Not Reported,3,0,0,Virginia
2020-06-14,Chesterfield,Not Reported,76,0,1,Virginia
2020-06-14,Loudoun,Male,1671,107,29,Virginia
2020-06-14,Rappahannock Rapidan,Female,647,38,6,Virginia
2020-06-14,Piedmont,Female,251,32,3,Virginia
2020-06-14,Richmond,Male,925,109,21,Virginia
2020-06-14,Crater,Female,502,65,14,Virginia
2020-06-14,Portsmouth,Female,182,33,6,Virginia
2020-06-14,Arlington,Not Reported,10,1,0,Virginia
2020-06-14,Mount Rogers,Not Reported,3,0,0,Virginia
2020-06-14,Thomas Jefferson,Not Reported,7,0,0,Virginia
2020-06-14,Three Rivers,Not Reported,18,0,0,Virginia
2020-06-14,Hampton,Male,110,23,3,Virginia
2020-06-14,Alleghany,Male,121,17,5,Virginia
2020-06-14,Roanoke,Female,140,5,8,Virginia
2020-06-14,Loudoun,Not Reported,21,0,3,Virginia
2020-06-14,Fairfax,Female,6651,666,216,Virginia
2020-06-14,Western Tidewater,Male,351,49,27,Virginia
2020-06-14,Peninsula,Not Reported,4,0,0,Virginia
2020-06-14,New River,Male,72,11,4,Virginia
2020-06-14,Central Shenandoah,Male,829,67,15,Virginia
2020-06-14,Southside,Male,102,22,10,Virginia
2020-06-14,Chesterfield,Male,1121,68,29,Virginia
2020-06-14,Arlington,Female,1156,183,60,Virginia
2020-06-14,Rappahannock,Male,1004,108,20,Virginia
2020-06-14,Central Virginia,Male,139,9,4,Virginia
2020-06-14,Alleghany,Not Reported,3,0,0,Virginia
2020-06-14,Henrico,Male,1018,124,68,Virginia
2020-06-14,Thomas Jefferson,Male,334,38,10,Virginia
2020-06-14,Lord Fairfax,Male,826,76,30,Virginia
2020-06-14,Three Rivers,Male,398,16,2,Virginia
2020-06-14,Richmond,Not Reported,46,2,2,Virginia
2020-06-14,Pittsylvania-Danville,Male,60,16,1,Virginia
2020-06-14,Portsmouth,Not Reported,3,0,0,Virginia
2020-06-14,Norfolk,Not Reported,1,0,0,Virginia
2020-06-14,Chesapeake,Male,295,52,9,Virginia
2020-06-14,Chickahominy,Female,314,48,16,Virginia
2020-06-14,Prince William,Male,4147,411,76,Virginia
2020-06-14,Eastern Shore,Not Reported,3,0,0,Virginia
2020-06-14,Eastern Shore,Male,626,44,19,Virginia
2020-06-14,Rappahannock Rapidan,Male,680,62,11,Virginia
2020-06-14,Henrico,Not Reported,9,0,1,Virginia
2020-06-14,Cumberland Plateau,Female,19,1,0,Virginia
2020-06-14,West Piedmont,Male,163,19,3,Virginia
2020-06-14,Hampton,Not Reported,2,0,0,Virginia
2020-06-14,Alexandria,Not Reported,9,0,0,Virginia
2020-06-14,Western Tidewater,Not Reported,2,0,0,Virginia
2020-06-14,Cumberland Plateau,Not Reported,0,0,0,Virginia
2020-06-14,Virginia Beach,Male,422,58,16,Virginia
2020-06-14,Alleghany,Female,139,10,9,Virginia
2020-06-14,Lenowisco,Female,22,8,1,Virginia
2020-06-14,Virginia Beach,Not Reported,6,0,0,Virginia
2020-06-14,Western Tidewater,Female,347,29,19,Virginia
2020-06-14,Mount Rogers,Male,252,43,13,Virginia
2020-06-14,Lord Fairfax,Female,891,71,31,Virginia
2020-06-14,Piedmont,Not Reported,1,0,0,Virginia
2020-06-14,Alexandria,Male,1049,124,22,Virginia
2020-06-14,Pittsylvania-Danville,Not Reported,1,0,0,Virginia
2020-06-14,West Piedmont,Not Reported,6,0,0,Virginia
2020-06-14,Loudoun,Female,1712,97,39,Virginia
2020-06-14,Hampton,Female,129,14,2,Virginia
2020-06-14,Henrico,Female,1262,114,67,Virginia
2020-06-14,Prince William,Not Reported,93,1,0,Virginia
2020-06-14,Chickahominy,Male,247,52,19,Virginia
2020-06-14,Rappahannock Rapidan,Not Reported,32,2,1,Virginia
2020-06-14,Peninsula,Female,414,59,21,Virginia
2020-06-14,Lenowisco,Not Reported,0,0,0,Virginia
2020-06-14,Crater,Not Reported,17,3,0,Virginia
2020-06-14,Chickahominy,Not Reported,7,1,0,Virginia
2020-06-14,Portsmouth,Male,201,25,6,Virginia
2020-06-14,New River,Female,74,7,0,Virginia
2020-06-14,Rappahannock,Female,1120,82,9,Virginia
2020-06-14,Central Virginia,Female,130,8,0,Virginia
2020-06-14,Roanoke,Not Reported,6,0,0,Virginia
2020-06-14,West Piedmont,Female,162,14,2,Virginia
2020-06-14,Mount Rogers,Female,313,20,9,Virginia
2020-06-14,Piedmont,Male,645,39,4,Virginia
2020-06-14,Chesterfield,Female,1163,59,26,Virginia
2020-06-14,Fairfax,Male,6426,847,216,Virginia
2020-06-14,Crater,Male,728,45,7,Virginia
2020-06-14,Central Virginia,Not Reported,0,0,0,Virginia
2020-06-14,Prince William,Female,4066,332,65,Virginia
2020-06-14,Virginia Beach,Female,471,50,11,Virginia
2020-06-14,Norfolk,Female,333,42,1,Virginia
2020-06-14,Three Rivers,Female,168,30,7,Virginia
2020-06-14,Arlington,Male,1180,221,65,Virginia
2020-06-14,Central Shenandoah,Female,958,77,17,Virginia
2020-06-14,Southside,Female,207,23,16,Virginia
2020-06-13,Southside,Not Reported,3,0,0,Virginia
2020-06-13,Chesapeake,Female,368,50,7,Virginia
2020-06-13,Richmond,Female,855,77,6,Virginia
2020-06-13,Roanoke,Male,104,6,2,Virginia
2020-06-13,Fairfax,Not Reported,138,5,4,Virginia
2020-06-13,Thomas Jefferson,Female,365,43,9,Virginia
2020-06-13,Chesapeake,Not Reported,2,0,0,Virginia
